Department,EducationField,JobRole,BusinessTravel,MaritalStatus,Employee Source,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,StockOptionLevel,Age,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,JobLevel,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,TrainingTimesLastYear,Gender,DistanceFromHome,Company Website,LoyaltyFactor,TotalEarnInCompany,JobMatchFactor,SatisfactionCounts,Attrition
Research & Development,Life Sciences,Research Director,Travel_Rarely,Single,Indeed,76,715,8733,18265,0,48,25,1,0,0,0,3,5,1,0,12,3,4,4,3,4,2,3,0,1,0,0.04,438360,1,15,0
Sales,Life Sciences,Research Director,Travel_Rarely,Single,Indeed,77,1162,8733,18265,0,39,25,1,0,0,0,2,5,2,0,12,3,3,4,3,4,2,3,0,3,0,0.04,438360,1,14,1
Sales,Medical,Research Director,Travel_Rarely,Single,Indeed,77,1162,8733,18265,0,39,25,1,0,0,0,2,5,6,0,12,3,3,4,3,4,2,3,0,3,0,0.04,438360,0,14,1
Sales,Life Sciences,Research Director,Travel_Rarely,Single,Indeed,77,1162,8733,18265,0,39,25,1,0,0,0,2,5,2,0,12,3,3,4,3,4,2,3,0,3,0,0.04,438360,1,14,1
Research & Development,Life Sciences,Research Director,Travel_Rarely,Single,Indeed,76,715,8733,18265,0,48,25,1,0,0,0,3,5,6,0,12,3,4,4,3,4,2,3,0,1,0,0.04,438360,1,15,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Single,Indeed,76,715,8733,18265,0,48,25,1,0,0,0,3,5,1,0,12,3,4,4,3,4,2,3,0,1,0,0.04,438360,1,15,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,87,694,3423,16124,2,29,9,7,7,1,7,3,4,3,0,14,3,4,4,2,2,2,2,1,1,0,0.7778,1702694,1,12,0
Sales,Medical,Research Director,Travel_Rarely,Divorced,Adzuna,77,1124,3423,16124,2,40,9,7,7,1,7,2,4,3,0,14,3,3,4,2,2,2,2,1,1,0,0.7778,1702694,0,11,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,87,694,3423,16124,2,29,9,7,7,1,7,3,4,1,0,14,4,4,4,2,2,2,2,1,1,0,0.7778,1702694,1,12,0
Sales,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,77,1124,3423,16124,2,40,9,7,7,1,7,2,4,1,0,14,3,3,4,2,2,2,2,1,1,0,0.7778,1702694,1,11,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,87,694,3423,16124,2,29,9,7,7,1,7,3,4,3,0,14,3,4,4,2,2,2,2,1,1,0,0.7778,1702694,1,12,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,87,694,3423,16124,2,29,9,7,7,1,7,3,4,1,0,14,3,4,4,2,2,2,2,1,1,0,0.7778,1702694,1,12,0
Sales,Medical,Research Director,Travel_Rarely,Divorced,Adzuna,77,1124,3423,16124,2,40,9,7,7,1,7,2,4,3,0,14,3,3,4,2,2,2,2,1,1,0,0.7778,1702694,0,11,0
Sales,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,77,1124,3423,16124,2,40,9,7,7,1,7,2,4,1,0,14,3,3,4,2,2,2,2,1,1,0,0.7778,1702694,1,11,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,87,694,3423,16124,2,29,9,7,7,1,7,3,4,3,0,14,3,4,4,2,2,2,2,1,1,0,0.7778,1702694,1,12,0
Sales,Medical,Research Director,Travel_Rarely,Divorced,Adzuna,77,1124,3423,16124,2,40,9,7,7,1,7,2,4,3,0,14,3,3,4,2,2,2,2,1,1,0,0.7778,1702694,0,11,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,87,694,3423,16124,2,29,9,7,7,1,7,3,4,1,0,14,4,4,4,2,2,2,2,1,1,0,0.7778,1702694,1,12,0
Sales,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,77,1124,3423,16124,2,40,9,7,7,1,7,2,4,1,0,14,3,3,4,2,2,2,2,1,1,0,0.7778,1702694,1,11,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,87,694,3423,16124,2,29,9,7,7,1,7,3,4,3,0,14,3,4,4,2,2,2,2,1,1,0,0.7778,1702694,1,12,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,87,694,3423,16124,2,29,9,7,7,1,7,3,4,1,0,14,3,4,4,2,2,2,2,1,1,0,0.7778,1702694,1,12,0
Sales,Life Sciences,Research Director,Travel_Rarely,Divorced,Adzuna,77,1124,3423,16124,2,40,9,7,7,1,7,2,4,1,0,14,3,3,4,2,2,2,2,1,1,0,0.7778,1702694,1,11,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,GlassDoor,89,1320,21643,2585,0,34,2,1,0,0,0,3,1,0,0,17,3,3,3,4,2,4,5,1,20,0,0.5,62040,1,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,77,1192,21643,2585,0,37,2,1,0,0,0,2,1,0,0,17,3,3,3,4,2,4,5,1,5,0,0.5,62040,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,GlassDoor,77,1192,21643,2585,0,37,2,1,0,0,0,2,1,3,0,17,3,3,3,4,2,4,5,1,5,0,0.5,62040,0,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,89,1320,21643,2585,0,34,2,1,0,0,0,3,1,3,0,17,3,3,3,4,2,4,5,1,20,0,0.5,62040,0,12,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,GlassDoor,89,1320,21643,2585,0,34,2,1,0,0,0,3,1,0,0,17,3,3,3,4,2,4,5,1,20,0,0.5,62040,1,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,89,1320,21643,2585,0,34,2,1,0,0,0,3,1,3,0,17,3,3,3,4,2,4,5,1,20,0,0.5,62040,0,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,77,1192,21643,2585,0,37,2,1,0,0,0,2,1,0,0,17,3,3,3,4,2,4,5,1,5,0,0.5,62040,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,GlassDoor,77,1192,21643,2585,0,37,2,1,0,0,0,2,1,3,0,17,3,3,3,4,2,4,5,1,5,0,0.5,62040,0,12,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,GlassDoor,89,1320,21643,2585,0,34,2,1,0,0,0,3,1,0,0,17,3,3,3,4,2,4,5,1,20,0,0.5,62040,1,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,77,1192,21643,2585,0,37,2,1,0,0,0,2,1,0,0,17,3,3,3,4,2,4,5,1,5,0,0.5,62040,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,GlassDoor,77,1192,21643,2585,0,37,2,1,0,0,0,2,1,3,0,17,3,3,3,4,2,4,5,1,5,0,0.5,62040,0,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,89,1320,21643,2585,0,34,2,1,0,0,0,3,1,3,0,17,3,3,3,4,2,4,5,1,20,0,0.5,62040,0,12,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,GlassDoor,89,1320,21643,2585,0,34,2,1,0,0,0,3,1,0,0,17,3,3,3,4,2,4,5,1,20,0,0.5,62040,1,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,89,1320,21643,2585,0,34,2,1,0,0,0,3,1,3,0,17,3,3,3,4,2,4,5,1,20,0,0.5,62040,0,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,GlassDoor,77,1192,21643,2585,0,37,2,1,0,0,0,2,1,0,0,17,3,3,3,4,2,4,5,1,5,0,0.5,62040,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,GlassDoor,77,1192,21643,2585,0,37,2,1,0,0,0,2,1,3,0,17,3,3,3,4,2,4,5,1,5,0,0.5,62040,0,12,0
Sales,Marketing,Manager,Travel_Rarely,Married,Company Website,88,1099,8751,18213,1,44,26,22,9,3,10,3,5,7,0,11,3,2,2,3,3,3,5,0,5,1,0.8462,5278127,0,10,0
Research & Development,Medical,Manager,Travel_Rarely,Married,Company Website,77,1232,8751,18213,1,31,26,22,9,3,10,4,5,7,0,11,3,3,2,3,3,3,5,0,7,1,0.8462,5278127,0,11,0
Sales,Life Sciences,Manager,Travel_Rarely,Married,Company Website,88,1099,8751,18213,1,44,26,22,9,3,10,3,5,1,0,11,3,2,2,3,3,3,5,0,5,1,0.8462,5278127,0,10,0
Research & Development,Marketing,Manager,Travel_Rarely,Married,Company Website,77,1232,8751,18213,1,31,26,22,9,3,10,4,5,1,0,11,4,3,2,3,3,3,5,0,7,1,0.8462,5278127,0,11,0
Research & Development,Medical,Manager,Travel_Rarely,Married,Company Website,77,1232,8751,18213,1,31,26,22,9,3,10,4,5,7,0,11,3,3,2,3,3,3,5,0,7,1,0.8462,5278127,0,11,0
Research & Development,Marketing,Manager,Travel_Rarely,Married,Company Website,77,1232,8751,18213,1,31,26,22,9,3,10,4,5,1,0,11,3,3,2,3,3,3,5,0,7,1,0.8462,5278127,0,11,0
Sales,Marketing,Manager,Travel_Rarely,Married,Company Website,88,1099,8751,18213,1,44,26,22,9,3,10,3,5,7,0,11,3,2,2,3,3,3,5,0,5,1,0.8462,5278127,0,10,0
Sales,Life Sciences,Manager,Travel_Rarely,Married,Company Website,88,1099,8751,18213,1,44,26,22,9,3,10,3,5,1,0,11,3,2,2,3,3,3,5,0,5,1,0.8462,5278127,0,10,0
Sales,Marketing,Manager,Travel_Rarely,Married,Company Website,88,1099,8751,18213,1,44,26,22,9,3,10,3,5,7,0,11,3,2,2,3,3,3,5,0,5,1,0.8462,5278127,0,10,0
Research & Development,Medical,Manager,Travel_Rarely,Married,Company Website,77,1232,8751,18213,1,31,26,22,9,3,10,4,5,7,0,11,3,3,2,3,3,3,5,0,7,1,0.8462,5278127,0,11,0
Sales,Life Sciences,Manager,Travel_Rarely,Married,Company Website,88,1099,8751,18213,1,44,26,22,9,3,10,3,5,1,0,11,3,2,2,3,3,3,5,0,5,1,0.8462,5278127,0,10,0
Research & Development,Marketing,Manager,Travel_Rarely,Married,Company Website,77,1232,8751,18213,1,31,26,22,9,3,10,4,5,1,0,11,4,3,2,3,3,3,5,0,7,1,0.8462,5278127,0,11,0
Research & Development,Medical,Manager,Travel_Rarely,Married,Company Website,77,1232,8751,18213,1,31,26,22,9,3,10,4,5,7,0,11,3,3,2,3,3,3,5,0,7,1,0.8462,5278127,0,11,0
Research & Development,Marketing,Manager,Travel_Rarely,Married,Company Website,77,1232,8751,18213,1,31,26,22,9,3,10,4,5,1,0,11,3,3,2,3,3,3,5,0,7,1,0.8462,5278127,0,11,0
Sales,Marketing,Manager,Travel_Rarely,Married,Company Website,88,1099,8751,18213,1,44,26,22,9,3,10,3,5,7,0,11,3,2,2,3,3,3,5,0,5,1,0.8462,5278127,0,10,0
Sales,Life Sciences,Manager,Travel_Rarely,Married,Company Website,88,1099,8751,18213,1,44,26,22,9,3,10,3,5,1,0,11,3,2,2,3,3,3,5,0,5,1,0.8462,5278127,0,10,0
Sales,Marketing,Sales Executive,Travel_Rarely,Divorced,Indeed,82,536,21708,8380,2,33,10,9,8,0,8,5,3,0,1,14,3,4,3,4,3,4,3,0,10,0,0.9,1106160,0,14,0
Research & Development,Medical,Sales Executive,Travel_Rarely,Divorced,Indeed,77,483,21708,8380,2,41,10,9,8,0,8,3,3,0,1,14,3,3,3,4,3,4,3,0,6,0,0.9,1106160,1,13,0
Research & Development,Marketing,Sales Executive,Travel_Rarely,Divorced,Indeed,77,483,21708,8380,2,41,10,9,8,0,8,3,3,5,1,14,3,3,3,4,3,4,3,0,6,0,0.9,1106160,0,13,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Indeed,82,536,21708,8380,2,33,10,9,8,0,8,5,3,6,1,14,3,4,3,4,3,4,3,0,10,0,0.9,1106160,1,14,0
Sales,Marketing,Sales Executive,Travel_Rarely,Divorced,Indeed,82,536,21708,8380,2,33,10,9,8,0,8,5,3,0,1,14,3,4,3,4,3,4,3,0,10,0,0.9,1106160,0,14,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Indeed,82,536,21708,8380,2,33,10,9,8,0,8,5,3,6,1,14,3,4,3,4,3,4,3,0,10,0,0.9,1106160,1,14,0
Research & Development,Medical,Sales Executive,Travel_Rarely,Divorced,Indeed,77,483,21708,8380,2,41,10,9,8,0,8,3,3,0,1,14,3,3,3,4,3,4,3,0,6,0,0.9,1106160,1,13,0
Research & Development,Marketing,Sales Executive,Travel_Rarely,Divorced,Indeed,77,483,21708,8380,2,41,10,9,8,0,8,3,3,5,1,14,3,3,3,4,3,4,3,0,6,0,0.9,1106160,0,13,0
Sales,Marketing,Sales Executive,Travel_Rarely,Divorced,Indeed,82,536,21708,8380,2,33,10,9,8,0,8,5,3,0,1,14,3,4,3,4,3,4,3,0,10,0,0.9,1106160,0,14,0
Research & Development,Medical,Sales Executive,Travel_Rarely,Divorced,Indeed,77,483,21708,8380,2,41,10,9,8,0,8,3,3,0,1,14,3,3,3,4,3,4,3,0,6,0,0.9,1106160,1,13,0
Research & Development,Marketing,Sales Executive,Travel_Rarely,Divorced,Indeed,77,483,21708,8380,2,41,10,9,8,0,8,3,3,5,1,14,3,3,3,4,3,4,3,0,6,0,0.9,1106160,0,13,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Indeed,82,536,21708,8380,2,33,10,9,8,0,8,5,3,6,1,14,3,4,3,4,3,4,3,0,10,0,0.9,1106160,1,14,0
Sales,Marketing,Sales Executive,Travel_Rarely,Divorced,Indeed,82,536,21708,8380,2,33,10,9,8,0,8,5,3,0,1,14,3,4,3,4,3,4,3,0,10,0,0.9,1106160,0,14,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Indeed,82,536,21708,8380,2,33,10,9,8,0,8,5,3,6,1,14,3,4,3,4,3,4,3,0,10,0,0.9,1106160,1,14,0
Research & Development,Medical,Sales Executive,Travel_Rarely,Divorced,Indeed,77,483,21708,8380,2,41,10,9,8,0,8,3,3,0,1,14,3,3,3,4,3,4,3,0,6,0,0.9,1106160,1,13,0
Research & Development,Marketing,Sales Executive,Travel_Rarely,Divorced,Indeed,77,483,21708,8380,2,41,10,9,8,0,8,3,3,5,1,14,3,3,3,4,3,4,3,0,6,0,0.9,1106160,0,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Jora,57,265,21221,2994,0,19,1,1,0,0,1,3,1,1,1,12,3,2,4,4,3,4,2,1,25,0,1,71856,0,13,0
Sales,Medical,Research Scientist,Travel_Frequently,Single,Jora,77,1309,21221,2994,0,47,1,1,0,0,1,1,1,1,1,12,3,3,4,4,3,4,2,1,4,0,1,71856,0,14,0
Sales,Life Sciences,Research Scientist,Travel_Frequently,Single,Jora,77,1309,21221,2994,0,47,1,1,0,0,1,1,1,3,1,12,3,3,4,4,3,4,2,1,4,0,1,71856,0,14,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Single,Jora,57,265,21221,2994,0,19,1,1,0,0,1,3,1,4,1,12,3,2,4,4,3,4,2,1,25,0,1,71856,1,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Jora,57,265,4161,2994,0,19,1,1,0,0,1,3,1,1,1,12,3,2,4,4,3,4,2,1,25,0,1,71856,0,13,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Jora,57,265,4944,2994,0,19,6,6,5,0,1,3,1,4,1,12,3,2,4,4,2,4,2,1,25,0,1,251496,0,12,0
Sales,Medical,Research Scientist,Travel_Frequently,Single,Jora,77,1309,21221,2994,0,47,1,1,0,0,1,1,1,1,1,12,3,3,4,4,3,4,2,1,4,0,1,71856,0,14,0
Sales,Life Sciences,Research Scientist,Travel_Frequently,Single,Jora,77,1309,21221,2994,0,47,1,1,0,0,1,1,1,3,1,12,3,3,4,4,3,4,2,1,4,0,1,71856,0,14,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Jora,57,265,21221,2994,0,19,1,1,0,0,1,3,1,1,1,12,3,2,4,4,3,4,2,1,25,0,1,71856,0,13,0
Sales,Medical,Research Scientist,Travel_Frequently,Single,Jora,77,1309,21221,2994,0,47,1,1,0,0,1,1,1,1,1,12,3,3,4,4,3,4,2,1,4,0,1,71856,0,14,0
Sales,Life Sciences,Research Scientist,Travel_Frequently,Single,Jora,77,1309,21221,2994,0,47,1,1,0,0,1,1,1,3,1,12,3,3,4,4,3,4,2,1,4,0,1,71856,0,14,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Single,Jora,57,265,21221,2994,0,19,1,1,0,0,1,3,1,4,1,12,3,2,4,4,3,4,2,1,25,0,1,71856,1,13,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Jora,57,265,4944,2994,0,19,6,6,5,0,1,3,1,4,1,12,3,2,4,4,2,4,2,1,25,0,1,251496,0,12,0
Sales,Life Sciences,Research Scientist,Travel_Frequently,Single,Jora,77,1309,21221,2994,0,47,1,1,0,0,1,1,1,3,1,12,3,3,4,4,3,4,2,1,4,0,1,71856,0,14,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,47,373,16901,1223,1,23,1,1,0,0,1,2,1,1,0,22,3,4,3,4,3,3,2,0,1,0,1,30820,0,14,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,LinkedIn,77,1062,16901,1223,1,32,1,1,0,0,1,3,1,1,0,22,3,3,3,4,3,3,2,0,2,0,1,30820,0,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,47,373,16901,1223,1,23,1,1,0,0,1,2,1,2,0,22,3,4,3,4,3,3,2,0,1,0,1,30820,0,14,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,77,1062,16901,1223,1,32,1,1,0,0,1,3,1,2,0,22,3,3,3,4,3,3,2,0,2,0,1,30820,0,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Seek,47,373,11992,1223,1,23,1,1,0,0,1,2,1,1,0,22,4,4,3,4,3,3,2,0,1,0,1,30820,0,14,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Company Website,47,373,13257,1223,1,23,1,1,0,0,1,2,1,2,0,22,4,4,3,4,3,3,2,0,1,1,1,30820,0,14,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,LinkedIn,77,1062,16901,1223,1,32,1,1,0,0,1,3,1,1,0,22,4,3,3,4,3,3,2,0,2,0,1,30820,0,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,77,1062,16901,1223,1,32,1,1,0,0,1,3,1,2,0,22,4,3,3,4,3,3,2,0,2,0,1,30820,0,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,47,373,16901,1223,1,23,1,1,0,0,1,2,1,1,0,22,3,4,3,4,3,3,2,0,1,0,1,30820,0,14,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,LinkedIn,77,1062,16901,1223,1,32,1,1,0,0,1,3,1,1,0,22,3,3,3,4,3,3,2,0,2,0,1,30820,0,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,47,373,16901,1223,1,23,1,1,0,0,1,2,1,2,0,22,3,4,3,4,3,3,2,0,1,0,1,30820,0,14,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,77,1062,16901,1223,1,32,1,1,0,0,1,3,1,2,0,22,3,3,3,4,3,3,2,0,2,0,1,30820,0,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Seek,47,373,11992,1223,1,23,1,1,0,0,1,2,1,1,0,22,4,4,3,4,3,3,2,0,1,0,1,30820,0,14,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Company Website,47,373,13257,1223,1,23,1,1,0,0,1,2,1,2,0,22,4,4,3,4,3,3,2,0,1,1,1,30820,0,14,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,LinkedIn,77,1062,16901,1223,1,32,1,1,0,0,1,3,1,1,0,22,4,3,3,4,3,3,2,0,2,0,1,30820,0,13,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Adzuna,77,1062,23300,4898,2,32,5,4,2,1,2,3,1,0,0,12,3,3,3,4,3,3,3,0,2,0,0.8,323268,0,13,0
Sales,Life Sciences,Sales Representative,Travel_Frequently,Single,Recruit.net,73,599,8040,1118,0,25,1,1,0,1,0,1,1,1,1,14,4,3,4,4,3,1,4,0,24,0,1,26832,1,14,1
Sales,Medical,Sales Representative,Travel_Rarely,Single,Recruit.net,77,530,8040,1118,0,48,1,1,0,1,0,1,1,1,1,14,3,3,4,4,3,1,4,0,29,0,1,26832,1,14,0
Sales,Technical Degree,Sales Representative,Travel_Frequently,Single,Recruit.net,73,599,8040,1118,0,25,1,1,0,1,0,1,1,9,1,14,3,3,4,4,3,1,4,0,24,0,1,26832,1,14,1
Sales,Technical Degree,Sales Representative,Travel_Rarely,Single,Recruit.net,77,530,8040,1118,0,48,1,1,0,1,0,1,1,9,1,14,3,3,4,4,3,1,4,0,29,0,1,26832,1,14,0
Sales,Life Sciences,Sales Representative,Travel_Frequently,Single,Recruit.net,73,599,18437,1118,0,25,1,1,0,1,0,1,1,1,1,14,3,3,4,4,3,1,4,0,24,0,1,26832,1,14,1
Sales,Technical Degree,Sales Representative,Travel_Frequently,Single,Recruit.net,73,599,21534,1118,0,25,1,1,0,1,0,1,1,9,1,14,3,3,4,4,3,1,4,0,24,0,1,26832,1,14,1
Sales,Medical,Sales Representative,Travel_Rarely,Single,Recruit.net,77,530,8040,1118,0,48,1,1,0,1,0,1,1,1,1,14,3,3,4,4,3,1,4,0,29,0,1,26832,1,14,0
Sales,Technical Degree,Sales Representative,Travel_Rarely,Single,Recruit.net,77,530,8040,1118,0,48,1,1,0,1,0,1,1,9,1,14,3,3,4,4,3,1,4,0,29,0,1,26832,1,14,0
Sales,Life Sciences,Sales Representative,Travel_Frequently,Single,Recruit.net,73,599,8040,1118,0,25,1,1,0,1,0,1,1,1,1,14,4,3,4,4,3,1,4,0,24,0,1,26832,1,14,1
Sales,Medical,Sales Representative,Travel_Rarely,Single,Recruit.net,77,530,8040,1118,0,48,1,1,0,1,0,1,1,1,1,14,3,3,4,4,3,1,4,0,29,0,1,26832,1,14,0
Sales,Technical Degree,Sales Representative,Travel_Frequently,Single,Recruit.net,73,599,8040,1118,0,25,1,1,0,1,0,1,1,9,1,14,3,3,4,4,3,1,4,0,24,0,1,26832,1,14,1
Sales,Technical Degree,Sales Representative,Travel_Rarely,Single,Recruit.net,77,530,8040,1118,0,48,1,1,0,1,0,1,1,9,1,14,3,3,4,4,3,1,4,0,29,0,1,26832,1,14,0
Sales,Life Sciences,Sales Representative,Travel_Frequently,Single,Recruit.net,73,599,18437,1118,0,25,1,1,0,1,0,1,1,1,1,14,3,3,4,4,3,1,4,0,24,0,1,26832,1,14,1
Sales,Technical Degree,Sales Representative,Travel_Frequently,Single,Recruit.net,73,599,21534,1118,0,25,1,1,0,1,0,1,1,9,1,14,3,3,4,4,3,1,4,0,24,0,1,26832,1,14,1
Sales,Medical,Sales Representative,Travel_Rarely,Single,Recruit.net,77,530,8040,1118,0,48,1,1,0,1,0,1,1,1,1,14,3,3,4,4,3,1,4,0,29,0,1,26832,1,14,0
Sales,Technical Degree,Sales Representative,Travel_Rarely,Single,Recruit.net,77,530,8040,1118,0,48,1,1,0,1,0,1,1,9,1,14,3,3,4,4,3,1,4,0,29,0,1,26832,1,14,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,53,583,9973,2875,0,26,8,8,5,2,2,2,1,1,1,20,4,3,4,2,2,3,2,0,4,0,1,310500,0,11,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Single,Adzuna,77,1319,9973,2875,0,37,8,8,5,2,2,3,1,1,1,20,3,3,4,2,2,3,2,0,6,0,1,310500,0,11,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,53,583,9973,2875,0,26,8,8,5,2,2,2,1,3,1,20,3,3,4,2,2,3,2,0,4,0,1,310500,0,11,0
Research & Development,Marketing,Research Scientist,Travel_Rarely,Single,Adzuna,77,1319,9973,2875,0,37,8,8,5,2,2,3,1,3,1,20,3,3,4,2,2,3,2,0,6,0,1,310500,1,11,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,53,583,26897,2875,0,26,8,8,5,2,2,2,1,3,1,20,4,3,4,2,2,3,2,0,4,0,1,310500,0,11,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Single,Adzuna,77,1319,9973,2875,0,37,8,8,5,2,2,3,1,1,1,20,4,3,4,2,2,3,2,0,6,0,1,310500,0,11,0
Research & Development,Marketing,Research Scientist,Travel_Rarely,Single,Adzuna,77,1319,9973,2875,0,37,8,8,5,2,2,3,1,3,1,20,4,3,4,2,2,3,2,0,6,0,1,310500,1,11,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,53,583,9973,2875,0,26,8,8,5,2,2,2,1,1,1,20,4,3,4,2,2,3,2,0,4,0,1,310500,0,11,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Single,Adzuna,77,1319,9973,2875,0,37,8,8,5,2,2,3,1,1,1,20,3,3,4,2,2,3,2,0,6,0,1,310500,0,11,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,53,583,9973,2875,0,26,8,8,5,2,2,2,1,3,1,20,3,3,4,2,2,3,2,0,4,0,1,310500,0,11,0
Research & Development,Marketing,Research Scientist,Travel_Rarely,Single,Adzuna,77,1319,9973,2875,0,37,8,8,5,2,2,3,1,3,1,20,3,3,4,2,2,3,2,0,6,0,1,310500,1,11,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,53,583,22722,2875,0,26,8,8,5,2,2,2,1,1,1,20,4,3,4,2,2,3,2,0,4,0,1,310500,0,11,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Single,Adzuna,53,583,26897,2875,0,26,8,8,5,2,2,2,1,3,1,20,4,3,4,2,2,3,2,0,4,0,1,310500,0,11,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Single,Adzuna,77,1319,9973,2875,0,37,8,8,5,2,2,3,1,1,1,20,4,3,4,2,2,3,2,0,6,0,1,310500,0,11,0
Research & Development,Marketing,Research Scientist,Travel_Rarely,Single,Adzuna,77,1319,9973,2875,0,37,8,8,5,2,2,3,1,3,1,20,4,3,4,2,2,3,2,0,6,0,1,310500,1,11,0
Sales,Marketing,Manager,Travel_Rarely,Single,GlassDoor,94,1449,2493,18824,0,45,26,24,10,1,11,3,5,2,1,16,3,1,2,1,3,1,2,1,2,0,0.9231,5647200,0,7,1
Sales,Medical,Manager,Non-Travel,Single,GlassDoor,78,845,2493,18824,0,36,26,24,10,1,11,5,5,2,1,16,3,3,2,1,3,1,2,1,1,0,0.9231,5647200,0,9,0
Sales,Life Sciences,Manager,Non-Travel,Single,GlassDoor,78,845,2493,18824,0,36,26,24,10,1,11,5,5,1,1,16,3,3,2,1,3,1,2,1,1,0,0.9231,5647200,0,9,0
